102, 27, 30, 42, 33
103, 36, 37, 22, 31
104, 46, 59, 30, 45
105, 43, 26, 38, 35
106, 20, 22, 34, 25
107, 46, 39, 46, 43
108, 61, 47, 23, 43
109, 66, 26, 56, 49
110, 28, 38, 23, 29
111, 24, 59, 63, 48
112, 57, 37, 21, 38
113, 55, 22, 52, 43
114, 37, 32, 51, 40
115, 66, 52, 43, 53
116, 40, 44, 59, 47
117, 49, 43, 43, 45
118, 50, 49, 28, 42
119, 52, 62, 27, 47
120, 47, 42, 52, 47
121, 25, 54, 65, 48
122, 45, 40, 31, 38
123, 46, 37, 35, 39
124, 51, 41, 55, 49
125, 41, 22, 28, 30
126, 57, 24, 46, 42
127, 51, 59, 40, 50
128, 49, 25, 27, 33
129, 39, 60, 37, 45
130, 61, 68, 25, 51
131, 49, 47, 61, 52
132, 24, 68, 45, 45
133, 39, 36, 38, 37
134, 27, 68, 66, 53
135, 59, 58, 46, 54
136, 47, 68, 41, 52
137, 28, 46, 41, 38
138, 46, 64, 23, 44
139, 30, 50, 58, 46
140, 64, 64, 28, 52
141, 25, 22, 46, 31
142, 45, 64, 58, 55
143, 66, 58, 26, 50
144, 57, 66, 24, 49
145, 55, 40, 59, 51
146, 56, 22, 43, 40
147, 53, 36, 29, 39
148, 30, 54, 23, 35
149, 51, 62, 30, 47
150, 46, 54, 34, 44
151, 51, 55, 63, 56
152, 53, 50, 48, 50
153, 25, 58, 23, 35
154, 33, 51, 47, 43
155, 55, 50, 42, 49
156, 29, 56, 56, 47
157, 48, 30, 54, 44
158, 36, 56, 30, 40
159, 40, 50, 34, 41
160, 24, 54, 55, 44
161, 40, 66, 58, 54
162, 35, 68, 57, 53
163, 41, 54, 35, 43
164, 43, 49, 23, 38
165, 46, 46, 48, 46
166, 43, 41, 41, 41
167, 52, 32, 43, 42
168, 46, 43, 48, 45
169, 33, 26, 60, 39
170, 46, 60, 28, 44
171, 55, 49, 49, 51
172, 49, 44, 55, 49
173, 44, 39, 67, 50
174, 35, 28, 59, 40
175, 39, 54, 66, 53
176, 42, 46, 28, 38
177, 56, 51, 41, 49
178, 54, 43, 61, 52
179, 41, 49, 52, 47
180, 53, 22, 22, 32
181, 43, 43, 49, 45
182, 46, 54, 66, 55
183, 39, 40, 26, 35
184, 55, 40, 51, 48
185, 30, 39, 52, 40
186, 48, 67, 48, 54
187, 36, 22, 29, 29
188, 51, 60, 33, 48
189, 48, 24, 21, 31
190, 56, 44, 30, 43
191, 40, 58, 52, 50
192, 64, 64, 31, 53
193, 61, 58, 30, 49
194, 47, 37, 61, 48
195, 34, 68, 38, 46
196, 43, 43, 50, 45
197, 46, 30, 54, 43
198, 51, 41, 23, 38
199, 44, 52, 29, 41
200, 44, 25, 46, 38
201, 31, 49, 33, 37
202, 40, 60, 44, 48
203, 48, 38, 44, 43
204, 37, 42, 33, 37
205, 51, 41, 49, 47
206, 46, 20, 23, 29
207, 32, 54, 33, 39
208, 43, 37, 48, 42
209, 64, 34, 23, 40
210, 50, 32, 54, 45
211, 32, 34, 33, 33
212, 44, 64, 29, 45
213, 44, 60, 23, 42
214, 61, 48, 61, 56
215, 51, 42, 65, 52
216, 55, 56, 38, 49
217, 58, 51, 54, 54
218, 49, 24, 35, 36
219, 52, 68, 54, 58
220, 54, 40, 50, 48
221, 68, 66, 52, 62
222, 54, 37, 23, 38
223, 64, 44, 43, 50
224, 46, 38, 25, 36
225, 43, 30, 63, 45
226, 58, 24, 33, 38
227, 33, 42, 52, 42
228, 44, 45, 24, 37
229, 35, 58, 38, 43
230, 68, 21, 55, 48
231, 51, 34, 59, 48
232, 58, 34, 38, 43
233, 60, 56, 54, 56
234, 57, 34, 23, 38
235, 63, 34, 21, 39
236, 41, 22, 52, 38
237, 28, 56, 29, 37
238, 57, 26, 56, 46
239, 61, 42, 25, 42
240, 36, 20, 26, 27
241, 47, 21, 27, 31
242, 60, 55, 60, 58
243, 35, 29, 23, 29
244, 46, 29, 52, 42
245, 47, 37, 54, 46
246, 24, 22, 25, 23
247, 53, 34, 50, 45
248, 63, 46, 25, 44
249, 54, 24, 55, 44
250, 58, 59, 43, 53
251, 44, 34, 34, 37
252, 48, 36, 41, 41
253, 64, 34, 63, 53
254, 46, 52, 31, 43
255, 35, 64, 66, 55
256, 45, 28, 22, 31
257, 27, 48, 51, 42
258, 34, 48, 49, 43
259, 40, 52, 66, 52
260, 29, 59, 46, 44
261, 27, 20, 26, 24
262, 58, 47, 46, 50
263, 37, 51, 30, 39
264, 33, 32, 39, 34
265, 61, 46, 23, 43
266, 42, 60, 33, 45
267, 43, 34, 51, 42
268, 27, 46, 21, 31
269, 33, 66, 23, 40
270, 51, 56, 63, 56
271, 33, 32, 54, 39
272, 56, 34, 49, 46
273, 41, 55, 65, 53
274, 48, 60, 54, 54
275, 64, 56, 35, 51
276, 46, 58, 35, 46
277, 36, 20, 57, 37
278, 63, 52, 47, 54
279, 63, 38, 48, 49
280, 46, 29, 31, 35
281, 44, 64, 63, 57
282, 51, 62, 42, 51
283, 55, 41, 52, 49
284, 54, 59, 27, 46
285, 46, 54, 67, 55
286, 57, 29, 50, 45
287, 49, 34, 30, 37
288, 61, 49, 57, 55
289, 46, 60, 49, 51
290, 48, 52, 23, 41
291, 57, 68, 52, 59
292, 35, 54, 47, 45
293, 51, 45, 36, 44
294, 43, 21, 26, 30
295, 20, 48, 38, 35
296, 46, 54, 24, 41
297, 31, 37, 23, 30
298, 59, 51, 42, 50
299, 33, 39, 33, 35
300, 57, 41, 23, 40
301, 42, 48, 35, 41
302, 47, 25, 51, 41
303, 30, 39, 36, 35
304, 44, 28, 29, 33
305, 27, 37, 23, 29
306, 61, 54, 53, 56
307, 20, 30, 43, 31
308, 48, 54, 26, 42
309, 68, 24, 54, 48
310, 55, 47, 66, 56
311, 40, 44, 43, 42
312, 28, 54, 52, 44
313, 55, 26, 48, 43
314, 48, 30, 37, 38
315, 55, 56, 48, 53
316, 58, 49, 57, 54
317, 25, 62, 28, 38
318, 20, 58, 60, 46
319, 30, 25, 54, 36
320, 43, 50, 65, 52
321, 58, 25, 44, 42
322, 56, 44, 47, 49
323, 46, 50, 54, 50
324, 48, 68, 39, 51
325, 43, 49, 23, 38
326, 68, 32, 50, 50
327, 40, 45, 53, 46
328, 46, 55, 58, 53
329, 60, 49, 42, 50
330, 51, 49, 55, 51
331, 49, 24, 63, 45
332, 48, 50, 27, 41
333, 31, 43, 26, 33
334, 43, 60, 51, 51
335, 56, 22, 43, 40
336, 41, 41, 48, 43
337, 68, 51, 54, 57
338, 34, 24, 61, 39
339, 47, 39, 52, 46
340, 45, 50, 57, 50
341, 36, 40, 35, 37
342, 51, 37, 46, 44
343, 57, 66, 33, 52
344, 63, 46, 23, 44
345, 29, 34, 52, 38
346, 48, 66, 59, 57
347, 51, 26, 57, 44
348, 44, 59, 33, 45
349, 41, 58, 47, 48
350, 47, 36, 45, 42
351, 41, 59, 23, 41
352, 30, 51, 28, 36
353, 51, 32, 63, 48
354, 44, 34, 24, 34
355, 45, 50, 45, 46
356, 51, 25, 34, 36
357, 24, 62, 45, 43
358, 59, 46, 65, 56
359, 30, 55, 40, 41
360, 33, 32, 36, 33
361, 53, 48, 66, 55
362, 55, 68, 54, 59
363, 44, 25, 59, 42
364, 42, 39, 60, 47
365, 45, 56, 45, 48
366, 45, 37, 52, 44
367, 55, 42, 46, 47
368, 55, 64, 57, 58
369, 34, 51, 41, 42
370, 28, 32, 22, 27
371, 61, 30, 43, 44
372, 41, 21, 22, 28
373, 29, 21, 31, 27
374, 66, 34, 40, 46
375, 59, 25, 67, 50
376, 59, 20, 54, 44
377, 24, 58, 22, 34
378, 48, 52, 28, 42
379, 61, 44, 61, 55
380, 40, 26, 37, 34
381, 57, 59, 43, 53
382, 39, 44, 37, 40
383, 56, 58, 49, 54
384, 25, 22, 35, 27
385, 63, 41, 61, 55
386, 61, 52, 67, 60
387, 31, 66, 34, 43
388, 51, 25, 57, 44
389, 58, 56, 47, 53
390, 35, 52, 41, 42
391, 48, 24, 27, 33
392, 47, 47, 52, 48
393, 59, 24, 59, 47
394, 66, 59, 43, 56
395, 39, 28, 42, 36
396, 51, 64, 30, 48
397, 31, 41, 23, 31
398, 44, 28, 42, 38
399, 55, 21, 52, 42
400, 41, 54, 54, 49
401, 55, 45, 50, 50
402, 43, 51, 35, 43
403, 27, 34, 31, 30
404, 44, 36, 29, 36
405, 61, 26, 48, 45
406, 58, 59, 38, 51
407, 25, 44, 34, 34
408, 49, 58, 37, 48
409, 24, 51, 30, 35
410, 35, 41, 56, 44
411, 68, 37, 43, 49
412, 31, 30, 27, 29
413, 63, 44, 50, 52
414, 51, 30, 49, 43
415, 42, 34, 59, 45
416, 64, 26, 34, 41
417, 40, 45, 58, 47
418, 27, 43, 36, 35
419, 61, 21, 46, 42
420, 29, 68, 48, 48
421, 63, 24, 41, 42
422, 61, 37, 24, 40
423, 25, 39, 36, 33
424, 33, 38, 43, 38
425, 57, 20, 44, 40
426, 33, 47, 38, 39
427, 45, 21, 54, 40
428, 56, 60, 54, 56
429, 49, 28, 31, 36
430, 32, 21, 66, 39
431, 39, 29, 50, 39
432, 33, 25, 43, 33
433, 55, 48, 30, 44
434, 28, 59, 26, 37
435, 24, 28, 39, 30
436, 47, 55, 23, 41
437, 60, 46, 46, 50
438, 29, 64, 25, 39
439, 59, 58, 46, 54
440, 49, 64, 23, 45
441, 25, 48, 45, 39
442, 52, 34, 59, 48
443, 32, 24, 30, 28
444, 60, 48, 34, 47
445, 46, 20, 28, 31
446, 60, 47, 52, 53
447, 44, 42, 52, 46
448, 68, 29, 67, 54
449, 28, 34, 59, 40
450, 29, 52, 41, 40
451, 33, 47, 31, 37
452, 33, 60, 33, 42
453, 25, 21, 22, 22
454, 55, 41, 39, 45
455, 25, 40, 53, 39
456, 52, 67, 25, 48
457, 43, 54, 36, 44
458, 48, 54, 27, 43
459, 25, 59, 57, 47
460, 63, 32, 47, 47
461, 41, 68, 39, 49
462, 49, 32, 37, 39
463, 59, 28, 66, 51
464, 60, 37, 66, 54
465, 54, 47, 65, 55
466, 46, 29, 34, 36
467, 48, 56, 23, 42
468, 43, 24, 56, 41
469, 24, 67, 27, 39
470, 59, 34, 23, 38
471, 61, 67, 28, 52
472, 55, 50, 63, 56
473, 49, 51, 54, 51
474, 48, 24, 37, 36
475, 24, 42, 43, 36
476, 66, 58, 35, 53
477, 36, 59, 21, 38
478, 40, 68, 34, 47
479, 30, 40, 25, 31
480, 55, 40, 58, 51
481, 57, 51, 65, 57
482, 45, 64, 25, 44
483, 43, 64, 48, 51
484, 50, 58, 67, 58
485, 66, 68, 24, 52
486, 63, 60, 28, 50
487, 53, 44, 34, 43
488, 34, 49, 55, 46
489, 68, 64, 36, 56
490, 28, 32, 28, 29
491, 64, 62, 43, 56
492, 43, 58, 67, 56
493, 46, 37, 26, 36
494, 28, 46, 57, 43
495, 48, 59, 46, 51
496, 51, 56, 53, 53
497, 40, 47, 49, 45
498, 48, 20, 58, 42
499, 43, 32, 51, 42
500, 33, 32, 53, 39
501, 43, 29, 48, 40
502, 40, 28, 40, 36
503, 40, 59, 48, 49
504, 44, 66, 40, 50
505, 36, 43, 28, 35
506, 39, 68, 59, 55
507, 46, 34, 34, 38
508, 49, 36, 39, 41
509, 46, 64, 43, 51
510, 50, 48, 50, 49
511, 43, 55, 33, 43
512, 66, 24, 31, 40
513, 60, 44, 52, 52
514, 45, 20, 30, 31
515, 41, 39, 36, 38
516, 20, 47, 23, 30
517, 60, 48, 47, 51
518, 50, 64, 51, 55
519, 20, 28, 27, 25
520, 66, 32, 34, 44
521, 49, 37, 35, 40
522, 42, 41, 26, 36
523, 49, 36, 54, 46
524, 56, 38, 33, 42
525, 20, 25, 22, 22
526, 40, 41, 23, 34
527, 60, 24, 46, 43
528, 44, 54, 51, 49
529, 49, 39, 54, 47
530, 35, 32, 43, 36
531, 46, 49, 46, 47
532, 56, 51, 48, 51
533, 44, 49, 44, 45
534, 51, 37, 58, 48
535, 61, 55, 45, 53
536, 63, 40, 52, 51
537, 46, 37, 31, 38
538, 47, 56, 41, 48
539, 33, 24, 24, 27
540, 63, 28, 29, 40
541, 60, 50, 65, 58
542, 61, 36, 23, 40
543, 46, 37, 54, 45
544, 68, 32, 33, 44
545, 40, 67, 31, 46
546, 41, 21, 23, 28
547, 47, 68, 29, 48
548, 55, 41, 55, 50
549, 51, 36, 66, 51
550, 36, 60, 38, 44
551, 45, 37, 54, 45
552, 43, 20, 41, 34
553, 45, 37, 67, 49
554, 53, 54, 29, 45
555, 45, 43, 56, 48
556, 34, 56, 38, 42
557, 36, 21, 59, 38
558, 64, 40, 39, 47
559, 54, 46, 23, 41
560, 34, 68, 51, 51
561, 25, 58, 50, 44
562, 39, 54, 22, 38
563, 52, 41, 60, 51
564, 32, 41, 54, 42
565, 59, 28, 63, 50
566, 51, 38, 41, 43
567, 47, 42, 65, 51
568, 61, 59, 31, 50
569, 37, 30, 52, 39
570, 41, 54, 40, 45
571, 46, 44, 23, 37
572, 50, 30, 25, 35
573, 51, 28, 48, 42
574, 48, 55, 55, 52
575, 56, 28, 66, 50
576, 34, 39, 57, 43
577, 50, 44, 42, 45
578, 48, 45, 43, 45
579, 40, 55, 30, 41
580, 68, 52, 28, 49
581, 43, 25, 29, 32
582, 44, 40, 67, 50
583, 24, 45, 43, 37
584, 49, 64, 48, 53
585, 44, 32, 24, 33
586, 60, 24, 53, 45
587, 34, 32, 40, 35
588, 30, 54, 65, 49
589, 48, 66, 33, 49
590, 57, 43, 60, 53
591, 46, 39, 45, 43
592, 51, 42, 55, 49
593, 31, 40, 29, 33
594, 29, 56, 28, 37
595, 33, 20, 40, 31
596, 37, 34, 58, 43
597, 20, 62, 41, 41
598, 61, 44, 46, 50
599, 41, 62, 43, 48
600, 28, 34, 40, 34
601, 45, 40, 52, 45
602, 68, 59, 63, 63
603, 37, 54, 52, 47
604, 45, 38, 23, 35
605, 29, 41, 37, 35
606, 68, 24, 66, 52
607, 59, 56, 35, 50
608, 37, 24, 30, 30
609, 40, 40, 53, 44
610, 56, 51, 46, 51
611, 51, 43, 57, 50
612, 43, 21, 54, 39
613, 56, 52, 38, 48
614, 46, 22, 23, 30
615, 24, 21, 42, 29
616, 42, 60, 47, 49
617, 58, 50, 52, 53
618, 49, 52, 53, 51
619, 58, 52, 47, 52
620, 27, 51, 44, 40
621, 28, 22, 59, 36
622, 61, 37, 53, 50
623, 32, 64, 36, 44
624, 47, 26, 39, 37
625, 28, 64, 21, 37
626, 47, 30, 26, 34
627, 48, 36, 48, 44
628, 39, 24, 36, 33
629, 46, 28, 58, 44
630, 27, 37, 28, 30
631, 25, 64, 28, 39
632, 63, 38, 21, 40
633, 31, 41, 50, 40
634, 64, 67, 55, 62
635, 57, 34, 42, 44
636, 40, 55, 42, 45
637, 44, 50, 33, 42
638, 47, 52, 28, 42
639, 59, 68, 63, 63
640, 33, 64, 53, 50
641, 42, 32, 27, 33
642, 20, 39, 42, 33
643, 20, 40, 60, 40
644, 32, 68, 60, 53
645, 44, 37, 65, 48
646, 60, 37, 22, 39
647, 56, 62, 28, 48
648, 47, 54, 25, 42
649, 54, 44, 46, 48
650, 31, 68, 46, 48
651, 61, 60, 47, 56
652, 47, 34, 46, 42
653, 64, 43, 48, 51
654, 40, 42, 49, 43
655, 34, 38, 43, 38
656, 51, 26, 49, 42
657, 51, 20, 31, 34
658, 59, 34, 58, 50
659, 44, 21, 57, 40
660, 46, 44, 43, 44
661, 20, 21, 66, 35
662, 48, 45, 43, 45
663, 49, 38, 42, 43
664, 52, 21, 24, 32
665, 40, 47, 27, 38
666, 57, 26, 47, 43
667, 44, 46, 34, 41
668, 32, 44, 45, 40
669, 24, 49, 44, 39
670, 41, 20, 25, 28
671, 57, 43, 24, 41
672, 55, 39, 24, 39
673, 53, 24, 45, 40
674, 31, 68, 33, 44
675, 53, 26, 30, 36
676, 60, 60, 36, 52
677, 44, 40, 48, 44
678, 53, 55, 52, 53
679, 35, 52, 54, 47
680, 34, 50, 31, 38
681, 56, 50, 33, 46
682, 60, 50, 56, 55
683, 64, 59, 43, 55
684, 64, 54, 34, 50
685, 35, 59, 63, 52
686, 44, 46, 39, 43
687, 55, 67, 54, 58
688, 59, 32, 36, 42
689, 48, 46, 60, 51
690, 56, 26, 55, 45
691, 24, 41, 67, 44
692, 55, 42, 65, 54
693, 49, 55, 25, 43
694, 47, 55, 40, 47
695, 57, 44, 61, 54
696, 36, 47, 34, 39
697, 29, 24, 47, 33
698, 60, 54, 47, 53
699, 33, 59, 35, 42
700, 27, 32, 52, 37
701, 41, 59, 61, 53
702, 40, 29, 67, 45
703, 37, 52, 21, 36
704, 59, 43, 43, 48
705, 55, 46, 50, 50
706, 51, 25, 33, 36
707, 44, 67, 27, 46
708, 46, 47, 59, 50
709, 28, 52, 49, 43
710, 60, 22, 28, 36
711, 48, 38, 31, 39
712, 66, 25, 47, 46
713, 66, 25, 44, 45
714, 45, 26, 42, 37
715, 63, 20, 52, 45
716, 48, 49, 28, 41
717, 58, 43, 54, 51
718, 66, 45, 52, 54
719, 40, 20, 37, 32
720, 64, 49, 45, 52
721, 49, 41, 23, 37
722, 42, 60, 40, 47
723, 63, 40, 21, 41
724, 63, 58, 65, 62
725, 59, 60, 28, 49
726, 47, 26, 21, 31
727, 53, 26, 34, 37
728, 64, 68, 23, 51
729, 31, 44, 40, 38
730, 46, 42, 48, 45
731, 46, 25, 38, 36
732, 47, 38, 48, 44
733, 44, 40, 34, 39
734, 44, 64, 41, 49
735, 43, 38, 66, 49
736, 24, 38, 24, 28
737, 47, 21, 45, 37
738, 56, 36, 41, 44
739, 40, 58, 50, 49
740, 53, 34, 36, 41
741, 57, 54, 25, 45
742, 51, 48, 54, 51
743, 36, 67, 56, 53
744, 20, 20, 55, 31
745, 44, 59, 25, 42
746, 60, 45, 43, 49
747, 64, 51, 23, 46
748, 64, 54, 23, 47
749, 60, 38, 30, 42
750, 47, 44, 58, 49
751, 58, 58, 43, 53
752, 44, 54, 49, 49
753, 51, 26, 52, 43
754, 64, 41, 51, 52
755, 54, 41, 22, 39
756, 59, 68, 60, 62
757, 57, 34, 54, 48
758, 42, 41, 40, 41
759, 61, 41, 39, 47
760, 30, 58, 46, 44
761, 66, 21, 22, 36
762, 44, 30, 27, 33
763, 48, 56, 67, 57
764, 55, 29, 57, 47
765, 44, 34, 24, 34
766, 64, 43, 52, 53
767, 40, 25, 31, 32
768, 28, 34, 30, 30
769, 66, 34, 47, 49
770, 41, 62, 41, 48
771, 43, 43, 48, 44
772, 61, 55, 51, 55
773, 47, 36, 60, 47
774, 46, 32, 47, 41
775, 40, 44, 67, 50
776, 61, 67, 30, 52
777, 48, 24, 54, 42
778, 40, 50, 51, 47
779, 47, 39, 66, 50
780, 49, 50, 60, 53
781, 20, 66, 54, 46
782, 28, 25, 24, 25
783, 36, 59, 42, 45
784, 31, 36, 46, 37
785, 34, 67, 47, 49
786, 33, 29, 22, 28
787, 61, 24, 34, 39
788, 51, 59, 49, 53
789, 59, 67, 42, 56
790, 40, 60, 23, 41
791, 52, 41, 48, 47
792, 45, 48, 21, 38
793, 47, 54, 42, 47
794, 66, 48, 37, 50
795, 47, 38, 47, 44
796, 48, 40, 29, 39
797, 28, 26, 40, 31
798, 43, 54, 39, 45
799, 46, 45, 61, 50
800, 44, 54, 44, 47
801, 46, 32, 25, 34
802, 48, 46, 56, 50
803, 48, 41, 31, 40
804, 46, 34, 56, 45
805, 58, 30, 23, 37
806, 44, 60, 45, 49
807, 29, 26, 38, 31
808, 68, 28, 60, 52
809, 42, 46, 30, 39
810, 55, 58, 39, 50
811, 37, 44, 52, 44
812, 42, 50, 21, 37
813, 51, 40, 36, 42
814, 43, 46, 48, 45
815, 51, 42, 61, 51
816, 55, 24, 33, 37
817, 37, 52, 30, 39
818, 50, 36, 46, 44
819, 20, 59, 37, 38
820, 35, 34, 46, 38
821, 49, 43, 54, 48
822, 57, 60, 21, 46
823, 58, 25, 57, 46
824, 50, 60, 49, 53
825, 54, 58, 54, 55
826, 30, 34, 56, 40
827, 43, 52, 42, 45
828, 29, 30, 46, 35
829, 51, 46, 22, 39
830, 46, 38, 54, 46
831, 25, 34, 52, 37
832, 56, 45, 22, 41
833, 39, 54, 67, 53
834, 29, 40, 58, 42
835, 36, 54, 59, 49
836, 46, 68, 49, 54
837, 57, 22, 50, 43
838, 36, 21, 35, 30
839, 57, 29, 42, 42
840, 40, 21, 35, 32
841, 27, 41, 33, 33
842, 37, 58, 23, 39
843, 55, 68, 26, 49
844, 55, 37, 37, 43
845, 49, 38, 35, 40
846, 66, 50, 59, 58
847, 49, 34, 57, 46
848, 54, 64, 39, 52
849, 24, 66, 24, 38
850, 66, 29, 33, 42
851, 55, 66, 43, 54
852, 47, 54, 66, 55
853, 48, 37, 30, 38
854, 32, 66, 48, 48
855, 20, 42, 52, 38
856, 40, 51, 35, 42
857, 32, 67, 52, 50
858, 46, 68, 57, 57
859, 59, 20, 33, 37
860, 63, 47, 21, 43
861, 51, 22, 35, 36
862, 31, 54, 58, 47
863, 49, 22, 28, 33
864, 58, 55, 33, 48
865, 61, 41, 43, 48
866, 49, 49, 24, 40
867, 61, 43, 36, 46
868, 28, 21, 54, 34
869, 44, 36, 31, 37
870, 51, 47, 28, 42
871, 52, 64, 59, 58
872, 46, 54, 23, 41
873, 41, 67, 35, 47
874, 47, 45, 28, 40
875, 37, 54, 24, 38
876, 53, 21, 54, 42
877, 40, 24, 24, 29
878, 49, 25, 59, 44
879, 43, 24, 21, 29
880, 29, 68, 47, 48
881, 55, 20, 56, 43
882, 50, 26, 51, 42
883, 52, 21, 27, 33
884, 46, 25, 41, 37
885, 51, 32, 26, 36
886, 36, 62, 61, 53
887, 68, 58, 48, 58
888, 48, 68, 60, 58
889, 44, 39, 24, 35
890, 63, 21, 63, 49
891, 46, 47, 43, 45
892, 40, 21, 67, 42
893, 68, 34, 37, 46
894, 49, 32, 52, 44
895, 25, 54, 35, 38
896, 51, 34, 26, 37
897, 48, 44, 31, 41
898, 32, 60, 43, 45
899, 47, 44, 23, 38
900, 49, 52, 53, 51
901, 25, 21, 52, 32
902, 20, 47, 34, 33
903, 68, 20, 46, 44
904, 57, 36, 36, 43
905, 46, 21, 30, 32
906, 39, 21, 39, 33
907, 61, 34, 21, 38
908, 50, 59, 28, 45
909, 49, 66, 35, 50
910, 30, 49, 57, 45
911, 59, 64, 38, 53
912, 47, 60, 28, 45
913, 40, 50, 67, 52
914, 60, 32, 41, 44
915, 33, 55, 38, 42
916, 61, 42, 66, 56
917, 39, 34, 48, 40
918, 39, 22, 41, 34
919, 64, 56, 54, 58
920, 54, 62, 53, 56
921, 48, 38, 52, 46
922, 44, 56, 30, 43
923, 49, 36, 28, 37
924, 49, 21, 43, 37
925, 46, 38, 29, 37
926, 41, 66, 53, 53
927, 56, 24, 28, 36
928, 43, 37, 53, 44
929, 40, 45, 38, 41
930, 48, 28, 49, 41
931, 40, 64, 33, 45
932, 24, 67, 63, 51
933, 54, 55, 40, 49
934, 43, 40, 30, 37
935, 59, 29, 31, 39
936, 27, 29, 50, 35
937, 56, 41, 37, 44
938, 45, 30, 35, 36
939, 51, 38, 29, 39
940, 24, 59, 37, 40
941, 51, 34, 45, 43
942, 44, 50, 26, 40
943, 58, 58, 56, 57
944, 53, 43, 47, 47
945, 63, 60, 36, 53
946, 51, 52, 40, 47
947, 40, 46, 34, 40
948, 32, 49, 23, 34
949, 64, 21, 49, 44
950, 31, 47, 35, 37
951, 46, 29, 54, 43
952, 20, 30, 31, 27
953, 49, 43, 65, 52
954, 61, 34, 23, 39
955, 46, 54, 67, 55
956, 39, 22, 21, 27
957, 51, 37, 35, 41
958, 45, 49, 23, 39
959, 20, 36, 65, 40
960, 50, 60, 39, 49
961, 64, 46, 43, 51
962, 34, 32, 43, 36
963, 44, 62, 56, 54
964, 60, 39, 57, 52
965, 61, 26, 55, 47
966, 61, 37, 41, 46
967, 43, 29, 38, 36
968, 33, 24, 65, 40
969, 35, 34, 67, 45
970, 51, 29, 52, 44
971, 24, 44, 38, 35
972, 68, 52, 45, 55
973, 66, 36, 54, 52
974, 55, 32, 63, 50
975, 49, 66, 23, 46
976, 43, 39, 42, 41
977, 40, 29, 44, 37
978, 51, 66, 22, 46
979, 29, 34, 22, 28
980, 28, 28, 51, 35
981, 55, 34, 54, 47
982, 49, 55, 22, 42
983, 49, 67, 53, 56
984, 60, 32, 56, 49
985, 39, 20, 55, 38
986, 40, 66, 51, 52
987, 55, 22, 42, 39
988, 55, 59, 40, 51
989, 37, 58, 23, 39
990, 39, 39, 58, 45
991, 45, 39, 51, 45
992, 52, 36, 66, 51
993, 35, 45, 31, 37
994, 64, 58, 54, 58
995, 55, 54, 59, 56
996, 24, 34, 38, 32
997, 52, 66, 28, 48
998, 31, 58, 48, 45
999, 24, 22, 50, 32
