216, 39, 32, 18
217, 42, 27, 38
218, 30, 3, 15
219, 35, 40, 39
220, 37, 16, 33
221, 50, 38, 35
222, 37, 13, 2
223, 48, 20, 23
224, 24, 14, 5
225, 19, 8, 47
226, 42, 3, 13
227, 9, 18, 36
228, 22, 21, 4
229, 11, 33, 18
230, 50, 1, 40
231, 33, 11, 44
232, 42, 10, 18
233, 44, 32, 39
234, 41, 11, 3
235, 47, 10, 0
236, 17, 2, 35
237, 4, 32, 10
238, 41, 5, 41
239, 45, 18, 5
240, 12, 0, 6
241, 26, 1, 7
242, 44, 31, 45
243, 11, 7, 3
244, 24, 7, 36
245, 27, 13, 38
246, 1, 2, 5
247, 36, 10, 33
248, 47, 22, 5
249, 37, 3, 40
250, 42, 34, 24
251, 22, 10, 14
252, 29, 12, 21
253, 48, 10, 47
254, 25, 28, 12
255, 11, 37, 49
256, 23, 6, 1
257, 3, 24, 34
258, 10, 24, 32
259, 15, 28, 49
260, 5, 34, 27
261, 3, 0, 6
262, 42, 23, 28
263, 13, 27, 11
264, 9, 9, 19
265, 46, 22, 3
266, 18, 35, 13
267, 19, 10, 34
268, 3, 22, 0
269, 9, 38, 3
270, 33, 32, 47
271, 9, 9, 38
272, 40, 11, 32
273, 17, 31, 48
274, 29, 35, 39
275, 48, 32, 15
276, 25, 33, 15
277, 12, 0, 42
278, 47, 28, 29
279, 47, 14, 31
280, 25, 7, 12
281, 21, 37, 47
282, 33, 36, 22
283, 39, 17, 36
284, 37, 34, 7
285, 25, 30, 50
286, 41, 7, 33
287, 30, 10, 11
288, 46, 25, 42
289, 24, 35, 32
290, 29, 28, 3
291, 41, 40, 35
292, 11, 30, 29
293, 34, 21, 16
294, 19, 1, 6
295, 0, 24, 18
296, 24, 29, 4
297, 7, 13, 3
298, 43, 27, 22
299, 9, 15, 13
300, 41, 17, 3
301, 18, 24, 15
302, 27, 4, 34
303, 6, 15, 16
304, 22, 6, 10
305, 3, 13, 3
306, 46, 30, 37
307, 0, 8, 24
308, 28, 29, 6
309, 50, 3, 38
310, 38, 23, 49
311, 15, 20, 24
312, 4, 29, 35
313, 38, 5, 30
314, 29, 8, 17
315, 39, 32, 30
316, 42, 25, 42
317, 2, 36, 9
318, 0, 33, 45
319, 6, 4, 39
320, 19, 26, 48
321, 42, 4, 25
322, 40, 20, 29
323, 24, 26, 39
324, 28, 40, 19
325, 20, 25, 3
326, 50, 9, 33
327, 15, 21, 37
328, 25, 31, 43
329, 44, 25, 22
330, 33, 25, 40
331, 30, 3, 47
332, 29, 26, 7
333, 7, 19, 6
334, 20, 35, 34
335, 40, 2, 24
336, 17, 17, 30
337, 50, 27, 38
338, 10, 3, 46
339, 27, 15, 35
340, 23, 26, 42
341, 12, 16, 15
342, 33, 13, 27
343, 41, 38, 13
344, 47, 22, 2
345, 5, 11, 36
346, 29, 38, 44
347, 34, 5, 42
348, 21, 34, 13
349, 17, 33, 29
350, 26, 12, 26
351, 17, 34, 3
352, 6, 27, 9
353, 34, 9, 47
354, 21, 10, 4
355, 23, 26, 26
356, 34, 4, 14
357, 1, 36, 26
358, 43, 22, 48
359, 6, 31, 20
360, 9, 9, 16
361, 36, 24, 49
362, 39, 40, 38
363, 22, 4, 44
364, 18, 15, 45
365, 23, 32, 26
366, 23, 13, 35
367, 38, 18, 28
368, 38, 37, 42
369, 10, 27, 21
370, 4, 9, 1
371, 45, 8, 23
372, 17, 1, 1
373, 5, 1, 12
374, 49, 10, 20
375, 43, 4, 50
376, 43, 0, 38
377, 1, 33, 1
378, 29, 28, 8
379, 45, 20, 46
380, 15, 5, 17
381, 41, 34, 23
382, 14, 20, 17
383, 40, 33, 32
384, 2, 2, 15
385, 47, 17, 46
386, 46, 28, 50
387, 7, 38, 14
388, 33, 4, 42
389, 42, 32, 29
390, 11, 28, 21
391, 28, 3, 7
392, 26, 23, 35
393, 43, 3, 44
394, 49, 34, 24
395, 14, 6, 22
396, 34, 37, 11
397, 7, 17, 2
398, 22, 6, 22
399, 38, 1, 36
400, 17, 29, 39
401, 38, 21, 33
402, 19, 27, 15
403, 3, 10, 12
404, 21, 12, 10
405, 46, 5, 30
406, 42, 34, 18
407, 2, 20, 14
408, 30, 33, 17
409, 1, 27, 11
410, 11, 17, 41
411, 50, 13, 24
412, 7, 8, 7
413, 47, 20, 33
414, 33, 8, 32
415, 18, 10, 44
416, 48, 5, 14
417, 15, 21, 43
418, 3, 19, 16
419, 45, 1, 28
420, 5, 40, 31
421, 47, 3, 21
422, 45, 13, 4
423, 2, 15, 16
424, 9, 14, 23
425, 41, 0, 25
426, 9, 23, 18
427, 23, 1, 38
428, 40, 35, 38
429, 31, 6, 12
430, 8, 1, 49
431, 14, 7, 33
432, 9, 4, 24
433, 39, 24, 11
434, 4, 34, 6
435, 1, 6, 19
436, 26, 31, 3
437, 44, 22, 28
438, 5, 37, 5
439, 43, 33, 27
440, 30, 37, 3
441, 2, 24, 26
442, 35, 11, 44
443, 8, 3, 11
444, 44, 24, 14
445, 25, 0, 8
446, 44, 23, 35
447, 22, 18, 35
448, 50, 7, 50
449, 4, 10, 44
450, 5, 28, 21
451, 9, 23, 12
452, 9, 35, 13
453, 2, 1, 1
454, 39, 17, 19
455, 2, 16, 37
456, 35, 39, 5
457, 20, 30, 16
458, 29, 29, 7
459, 2, 34, 42
460, 47, 9, 29
461, 17, 40, 19
462, 30, 9, 17
463, 43, 6, 49
464, 44, 13, 49
465, 37, 23, 48
466, 24, 7, 14
467, 29, 32, 3
468, 19, 3, 41
469, 1, 39, 7
470, 43, 10, 3
471, 46, 39, 8
472, 39, 26, 47
473, 31, 27, 38
474, 29, 3, 17
475, 1, 18, 24
476, 49, 33, 15
477, 12, 34, 0
478, 15, 40, 14
479, 6, 16, 5
480, 38, 16, 43
481, 41, 27, 48
482, 23, 37, 5
483, 19, 37, 31
484, 32, 33, 50
485, 49, 40, 4
486, 47, 35, 8
487, 36, 20, 14
488, 10, 25, 40
489, 50, 37, 16
490, 4, 9, 9
491, 48, 36, 23
492, 19, 33, 50
493, 24, 13, 6
494, 4, 22, 42
495, 28, 34, 28
496, 33, 32, 37
497, 15, 23, 32
498, 29, 0, 43
499, 19, 9, 34
500, 9, 9, 37
501, 19, 7, 30
502, 16, 6, 20
503, 15, 34, 30
504, 21, 38, 20
505, 12, 19, 8
506, 14, 40, 44
507, 25, 11, 14
508, 31, 12, 19
509, 24, 37, 24
510, 32, 24, 33
511, 19, 31, 13
512, 49, 3, 12
513, 44, 20, 35
514, 23, 0, 11
515, 17, 15, 16
516, 0, 23, 2
517, 44, 24, 29
518, 32, 37, 34
519, 0, 6, 7
520, 49, 9, 14
521, 31, 13, 15
522, 18, 17, 6
523, 30, 12, 38
524, 40, 14, 13
525, 0, 4, 1
526, 16, 17, 2
527, 44, 3, 28
528, 22, 30, 34
529, 30, 15, 38
530, 11, 9, 23
531, 25, 25, 28
532, 40, 27, 30
533, 21, 25, 25
534, 33, 13, 43
535, 46, 31, 26
536, 47, 16, 36
537, 24, 13, 12
538, 26, 32, 21
539, 9, 3, 4
540, 47, 6, 10
541, 44, 26, 48
542, 46, 12, 3
543, 25, 13, 39
544, 50, 9, 13
545, 16, 39, 12
546, 17, 1, 2
547, 27, 40, 10
548, 39, 17, 40
549, 34, 12, 49
550, 12, 35, 18
551, 23, 13, 38
552, 20, 0, 21
553, 23, 13, 50
554, 36, 29, 10
555, 23, 19, 41
556, 10, 32, 18
557, 12, 1, 44
558, 48, 16, 19
559, 37, 22, 3
560, 10, 40, 34
561, 2, 33, 33
562, 14, 30, 1
563, 35, 17, 45
564, 8, 17, 38
565, 43, 6, 47
566, 34, 14, 21
567, 26, 18, 48
568, 45, 34, 12
569, 13, 8, 35
570, 17, 30, 20
571, 25, 20, 2
572, 32, 8, 5
573, 33, 6, 30
574, 28, 31, 40
575, 40, 6, 49
576, 10, 15, 42
577, 32, 20, 22
578, 29, 21, 23
579, 15, 31, 11
580, 50, 28, 9
581, 20, 4, 10
582, 22, 16, 50
583, 1, 21, 23
584, 31, 37, 30
585, 21, 9, 4
586, 44, 3, 37
587, 10, 9, 20
588, 6, 29, 48
589, 29, 38, 13
590, 41, 19, 45
591, 24, 15, 26
592, 34, 18, 40
593, 7, 16, 10
594, 5, 32, 8
595, 9, 0, 20
596, 13, 10, 43
597, 0, 36, 21
598, 45, 20, 28
599, 17, 36, 24
600, 4, 11, 20
601, 23, 16, 35
602, 50, 34, 47
603, 13, 30, 35
604, 23, 14, 3
605, 5, 17, 17
606, 50, 3, 49
607, 43, 32, 15
608, 13, 3, 11
609, 16, 16, 37
610, 40, 27, 27
611, 34, 19, 42
612, 19, 1, 39
613, 40, 28, 18
614, 24, 2, 3
615, 1, 1, 22
616, 18, 35, 29
617, 42, 26, 36
618, 31, 28, 37
619, 42, 28, 29
620, 3, 27, 25
621, 4, 2, 44
622, 46, 13, 37
623, 8, 37, 16
624, 27, 5, 19
625, 4, 37, 0
626, 26, 8, 6
627, 29, 12, 30
628, 14, 3, 16
629, 25, 6, 43
630, 3, 13, 8
631, 2, 37, 8
632, 47, 14, 0
633, 7, 17, 33
634, 48, 39, 40
635, 41, 10, 22
636, 16, 31, 22
637, 22, 26, 13
638, 27, 28, 9
639, 43, 40, 47
640, 9, 37, 37
641, 18, 9, 7
642, 0, 15, 22
643, 0, 16, 45
644, 8, 40, 45
645, 22, 13, 48
646, 44, 13, 1
647, 40, 36, 9
648, 27, 29, 5
649, 37, 20, 27
650, 7, 40, 27
651, 45, 35, 29
652, 26, 10, 27
653, 48, 19, 31
654, 16, 18, 32
655, 10, 14, 24
656, 33, 5, 32
657, 34, 0, 12
658, 43, 10, 43
659, 22, 1, 42
660, 24, 20, 24
661, 0, 1, 49
662, 29, 21, 23
663, 30, 14, 22
664, 35, 1, 4
665, 16, 23, 7
666, 41, 5, 29
667, 22, 22, 14
668, 8, 20, 26
669, 1, 25, 25
670, 17, 0, 5
671, 41, 19, 4
672, 39, 15, 4
673, 36, 3, 26
674, 7, 40, 13
675, 36, 5, 11
676, 44, 35, 16
677, 22, 16, 30
678, 36, 31, 35
679, 11, 28, 38
680, 10, 26, 12
681, 40, 26, 13
682, 44, 26, 41
683, 48, 34, 23
684, 48, 30, 14
685, 11, 34, 47
686, 22, 22, 19
687, 39, 39, 39
688, 43, 9, 16
689, 28, 22, 45
690, 40, 5, 40
691, 1, 17, 50
692, 39, 18, 48
693, 30, 31, 5
694, 27, 31, 20
695, 41, 20, 46
696, 12, 23, 14
697, 5, 3, 29
698, 44, 29, 29
699, 9, 34, 15
700, 3, 9, 36
701, 17, 34, 46
702, 16, 7, 50
703, 13, 28, 0
704, 43, 19, 24
705, 38, 22, 33
706, 33, 4, 13
707, 22, 39, 7
708, 25, 23, 44
709, 4, 28, 32
710, 44, 2, 9
711, 29, 14, 12
712, 49, 4, 29
713, 49, 4, 25
714, 23, 5, 22
715, 47, 0, 35
716, 29, 25, 8
717, 42, 19, 38
718, 49, 21, 36
719, 16, 0, 17
720, 48, 25, 26
721, 31, 17, 2
722, 18, 35, 20
723, 47, 16, 0
724, 47, 33, 48
725, 43, 35, 8
726, 27, 5, 0
727, 36, 5, 14
728, 48, 40, 2
729, 7, 20, 20
730, 24, 18, 30
731, 25, 4, 18
732, 27, 14, 30
733, 21, 16, 14
734, 21, 37, 21
735, 19, 14, 49
736, 1, 14, 4
737, 26, 1, 26
738, 40, 12, 21
739, 16, 33, 33
740, 36, 10, 16
741, 41, 29, 5
742, 33, 24, 38
743, 12, 39, 41
744, 0, 0, 40
745, 21, 34, 5
746, 44, 21, 24
747, 48, 27, 2
748, 48, 30, 3
749, 44, 14, 11
750, 26, 20, 43
751, 42, 33, 24
752, 21, 30, 32
753, 33, 5, 35
754, 48, 17, 34
755, 37, 17, 1
756, 43, 40, 45
757, 41, 11, 38
758, 18, 17, 20
759, 46, 17, 19
760, 6, 33, 28
761, 49, 1, 1
762, 22, 8, 7
763, 28, 32, 50
764, 38, 7, 42
765, 21, 11, 4
766, 48, 19, 35
767, 16, 4, 12
768, 4, 11, 11
769, 49, 10, 29
770, 17, 36, 21
771, 19, 19, 30
772, 45, 31, 34
773, 26, 12, 45
774, 25, 9, 29
775, 16, 20, 50
776, 45, 39, 11
777, 29, 3, 39
778, 15, 26, 34
779, 27, 15, 49
780, 30, 26, 45
781, 0, 38, 39
782, 4, 4, 4
783, 12, 34, 22
784, 7, 12, 28
785, 10, 39, 29
786, 9, 7, 1
787, 46, 3, 14
788, 34, 34, 32
789, 43, 39, 22
790, 15, 35, 3
791, 35, 17, 30
792, 23, 24, 0
793, 27, 29, 22
794, 49, 24, 17
795, 26, 14, 29
796, 29, 16, 10
797, 4, 5, 20
798, 19, 30, 19
799, 25, 21, 46
800, 21, 29, 25
801, 24, 9, 5
802, 29, 22, 41
803, 29, 17, 12
804, 25, 10, 41
805, 42, 8, 3
806, 21, 35, 26
807, 5, 5, 18
808, 50, 6, 45
809, 18, 22, 11
810, 38, 33, 19
811, 13, 20, 36
812, 18, 26, 0
813, 33, 16, 16
814, 19, 22, 31
815, 34, 18, 46
816, 38, 3, 13
817, 13, 28, 11
818, 32, 12, 27
819, 0, 34, 17
820, 11, 10, 28
821, 31, 19, 38
822, 41, 35, 0
823, 42, 4, 42
824, 32, 35, 32
825, 37, 33, 39
826, 6, 11, 41
827, 20, 28, 22
828, 5, 8, 28
829, 33, 22, 1
830, 24, 14, 38
831, 2, 10, 36
832, 40, 21, 1
833, 14, 29, 50
834, 5, 16, 43
835, 12, 30, 44
836, 25, 40, 32
837, 41, 2, 33
838, 12, 1, 15
839, 41, 7, 22
840, 16, 1, 15
841, 3, 17, 13
842, 13, 33, 2
843, 39, 40, 6
844, 39, 13, 17
845, 31, 14, 15
846, 49, 26, 44
847, 30, 10, 42
848, 37, 37, 19
849, 1, 38, 4
850, 49, 7, 13
851, 38, 38, 24
852, 26, 29, 49
853, 28, 13, 11
854, 8, 38, 30
855, 0, 18, 35
856, 15, 27, 15
857, 8, 39, 35
858, 24, 40, 42
859, 43, 0, 13
860, 47, 23, 0
861, 34, 2, 15
862, 7, 30, 43
863, 30, 2, 9
864, 42, 31, 13
865, 46, 17, 23
866, 31, 25, 4
867, 46, 19, 16
868, 4, 1, 39
869, 21, 12, 12
870, 34, 23, 9
871, 35, 37, 44
872, 24, 30, 3
873, 17, 39, 15
874, 26, 21, 9
875, 13, 30, 4
876, 36, 1, 38
877, 15, 3, 4
878, 31, 4, 44
879, 19, 3, 0
880, 5, 40, 29
881, 39, 0, 41
882, 32, 5, 34
883, 35, 1, 7
884, 24, 4, 21
885, 34, 9, 6
886, 12, 36, 46
887, 50, 33, 31
888, 28, 40, 45
889, 22, 15, 4
890, 47, 1, 47
891, 25, 23, 24
892, 15, 1, 50
893, 50, 10, 17
894, 31, 9, 35
895, 2, 29, 15
896, 33, 11, 6
897, 28, 20, 12
898, 8, 35, 23
899, 27, 20, 2
900, 31, 28, 37
901, 2, 1, 35
902, 0, 23, 14
903, 50, 0, 28
904, 41, 12, 16
905, 25, 1, 11
906, 14, 1, 19
907, 46, 10, 0
908, 32, 34, 9
909, 30, 38, 15
910, 6, 25, 42
911, 43, 37, 18
912, 27, 35, 9
913, 16, 26, 50
914, 44, 9, 21
915, 9, 31, 18
916, 46, 18, 49
917, 14, 11, 31
918, 14, 2, 21
919, 48, 32, 39
920, 37, 36, 37
921, 28, 14, 36
922, 21, 32, 11
923, 30, 12, 9
924, 30, 1, 23
925, 25, 14, 10
926, 17, 38, 37
927, 40, 3, 8
928, 20, 13, 37
929, 16, 21, 18
930, 29, 6, 32
931, 15, 37, 13
932, 1, 39, 47
933, 37, 31, 20
934, 20, 16, 11
935, 43, 7, 12
936, 3, 7, 33
937, 40, 17, 17
938, 23, 8, 15
939, 34, 14, 10
940, 1, 34, 17
941, 34, 10, 26
942, 21, 26, 6
943, 42, 33, 41
944, 36, 19, 29
945, 47, 35, 16
946, 34, 28, 20
947, 16, 22, 14
948, 8, 25, 3
949, 48, 1, 32
950, 7, 23, 15
951, 24, 7, 39
952, 0, 8, 12
953, 31, 19, 48
954, 46, 11, 2
955, 24, 29, 50
956, 14, 2, 0
957, 34, 13, 15
958, 23, 25, 2
959, 0, 12, 48
960, 32, 35, 19
961, 48, 22, 24
962, 10, 9, 24
963, 22, 36, 41
964, 44, 15, 42
965, 46, 5, 40
966, 46, 13, 21
967, 20, 7, 18
968, 9, 3, 48
969, 11, 11, 50
970, 33, 7, 35
971, 1, 20, 18
972, 50, 28, 26
973, 49, 12, 39
974, 39, 9, 47
975, 30, 38, 2
976, 20, 15, 22
977, 15, 7, 25
978, 33, 38, 1
979, 5, 10, 1
980, 4, 6, 34
981, 39, 11, 38
982, 31, 31, 1
983, 31, 39, 37
984, 44, 9, 41
985, 14, 0, 40
986, 16, 38, 34
987, 38, 2, 22
988, 38, 34, 20
989, 13, 33, 2
990, 14, 15, 43
991, 23, 15, 34
992, 35, 12, 49
993, 11, 21, 12
994, 48, 33, 38
995, 38, 30, 44
996, 1, 11, 18
997, 35, 38, 8
998, 7, 33, 31
999, 1, 2, 33
1000, 28, 40, 39
1001, 45, 32, 8
1002, 2, 39, 34
1003, 1, 8, 40
1004, 38, 34, 13
1005, 50, 5, 26
1006, 18, 39, 31
1007, 36, 34, 22
1008, 44, 35, 0
1009, 49, 40, 17
1010, 5, 22, 47
1011, 45, 28, 50
1012, 27, 28, 37
1013, 10, 16, 9
1014, 24, 31, 4
1015, 12, 1, 11
1016, 38, 9, 44
1017, 43, 11, 36
1018, 14, 15, 35
1019, 14, 12, 9
1020, 5, 37, 37
1021, 2, 22, 34
1022, 26, 25, 7
1023, 37, 21, 33
1024, 46, 29, 19
1025, 50, 2, 5
1026, 35, 15, 34
1027, 2, 35, 49
1028, 39, 24, 6
1029, 48, 13, 37
1030, 32, 6, 23
1031, 18, 5, 28
1032, 1, 2, 10
1033, 8, 34, 27
1034, 15, 29, 17
1035, 35, 21, 45
1036, 14, 19, 9
1037, 49, 21, 41
1038, 21, 21, 37
1039, 27, 13, 22
1040, 38, 40, 37
1041, 36, 2, 3
1042, 38, 11, 20
1043, 48, 11, 23
1044, 49, 26, 46
1045, 16, 39, 43
1046, 35, 16, 23
1047, 44, 6, 5
1048, 8, 22, 1
1049, 46, 40, 19
1050, 42, 32, 18
1051, 28, 32, 10
1052, 5, 25, 28
1053, 50, 40, 28
1054, 22, 14, 44
1055, 17, 21, 18
1056, 34, 22, 32
1057, 31, 34, 17
1058, 10, 11, 50
1059, 36, 19, 6
1060, 4, 29, 1
1061, 22, 10, 32
1062, 6, 6, 25
1063, 8, 21, 40
1064, 11, 7, 2
1065, 29, 34, 32
1066, 22, 2, 19
1067, 3, 14, 25
1068, 20, 7, 39
1069, 44, 6, 22
1070, 0, 24, 22
1071, 1, 21, 49
1072, 8, 38, 5
1073, 33, 10, 36
1074, 22, 27, 12
1075, 49, 35, 5
1076, 30, 37, 31
1077, 24, 4, 37
1078, 23, 31, 27
1079, 36, 16, 29
1080, 7, 40, 35
1081, 29, 16, 12
1082, 27, 14, 20
1083, 6, 23, 37
1084, 16, 1, 39
1085, 28, 5, 20
1086, 7, 19, 22
1087, 38, 23, 28
1088, 49, 17, 2
1089, 25, 10, 20
1090, 29, 23, 13
1091, 13, 5, 7
1092, 25, 7, 9
1093, 45, 37, 18
1094, 6, 34, 23
1095, 45, 7, 26
1096, 14, 35, 8
1097, 37, 36, 14
1098, 39, 24, 43
1099, 41, 10, 31
1100, 35, 40, 1
1101, 48, 19, 50
1102, 4, 5, 24
1103, 38, 2, 29
1104, 30, 17, 24
1105, 27, 40, 47
1106, 3, 24, 26
1107, 36, 9, 42
1108, 0, 39, 31
1109, 43, 26, 45
1110, 24, 25, 36
1111, 50, 0, 41
1112, 50, 2, 19
1113, 48, 12, 42
1114, 27, 6, 46
1115, 25, 30, 19
1116, 22, 6, 31
1117, 22, 35, 29
1118, 14, 20, 40
1119, 19, 21, 41
1120, 13, 4, 0
1121, 50, 39, 8
1122, 40, 5, 46
1123, 33, 36, 20
1124, 25, 4, 24
1125, 45, 25, 30
1126, 38, 29, 39
1127, 43, 8, 8
1128, 21, 40, 2
1129, 10, 28, 14
1130, 25, 25, 24
1131, 26, 33, 34
1132, 34, 29, 16
1133, 29, 18, 22
1134, 23, 7, 3
1135, 22, 11, 10
1136, 1, 32, 38
1137, 15, 12, 38
1138, 23, 1, 1
1139, 25, 40, 9
1140, 14, 30, 30
1141, 12, 0, 50
1142, 46, 34, 33
1143, 37, 10, 23
1144, 33, 24, 39
1145, 37, 1, 23
1146, 47, 14, 19
1147, 8, 27, 34
1148, 21, 36, 19
1149, 47, 23, 14
1150, 5, 8, 34
1151, 35, 36, 4
1152, 8, 27, 8
1153, 41, 26, 40
1154, 39, 30, 20
1155, 1, 5, 47
1156, 49, 17, 50
1157, 17, 14, 42
1158, 26, 5, 32
1159, 45, 32, 21
1160, 8, 39, 49
1161, 42, 12, 38
1162, 20, 31, 23
1163, 28, 37, 19
1164, 18, 11, 49
1165, 12, 3, 13
1166, 34, 26, 24
1167, 33, 33, 18
1168, 49, 33, 7
1169, 4, 32, 43
1170, 50, 25, 8
1171, 48, 5, 9
1172, 10, 15, 18
1173, 7, 7, 42
1174, 27, 34, 29
1175, 50, 40, 42
1176, 12, 25, 28
1177, 36, 8, 5
1178, 28, 16, 34
1179, 9, 7, 5
1180, 27, 4, 10
1181, 9, 17, 5
1182, 18, 1, 21
1183, 10, 26, 15
1184, 2, 39, 25
1185, 31, 29, 48
1186, 47, 4, 28
1187, 49, 21, 41
1188, 3, 16, 1
1189, 11, 33, 41
1190, 16, 28, 29
1191, 0, 40, 40
1192, 6, 37, 10
1193, 27, 15, 39
1194, 16, 10, 42
1195, 42, 34, 20
1196, 39, 10, 35
1197, 17, 7, 9
1198, 32, 19, 37
1199, 7, 38, 49
1200, 48, 16, 10
1201, 27, 19, 32
1202, 41, 14, 47
1203, 1, 16, 21
1204, 14, 34, 48
1205, 5, 23, 3
1206, 50, 19, 5
1207, 34, 13, 31
1208, 44, 13, 10
1209, 4, 34, 0
1210, 2, 7, 5
1211, 38, 15, 37
1212, 19, 34, 49
1213, 15, 27, 12
1214, 36, 18, 16
1215, 7, 10, 11
1216, 10, 29, 19
1217, 41, 40, 45
1218, 21, 24, 0
1219, 31, 38, 13
1220, 5, 35, 24
1221, 11, 3, 36
1222, 22, 25, 13
1223, 46, 15, 41
1224, 32, 33, 7
1225, 48, 9, 29
1226, 33, 14, 50
1227, 1, 25, 29
1228, 20, 4, 26
1229, 20, 14, 2
1230, 34, 13, 31
1231, 32, 14, 21
1232, 43, 1, 30
1233, 5, 26, 29
1234, 46, 25, 39
1235, 2, 34, 5
1236, 5, 33, 6
1237, 30, 5, 49
1238, 8, 1, 11
1239, 9, 40, 3
1240, 11, 32, 1
1241, 16, 27, 35
1242, 37, 39, 41
1243, 16, 22, 15
1244, 20, 6, 48
1245, 8, 8, 25
1246, 13, 1, 36
1247, 19, 11, 48
1248, 17, 0, 3
1249, 2, 36, 4
